drugbank_id,entrez_id,evidence
DB06605,1559,DrugBank (enzyme)
DB00307,6257,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00953,1544,DrugBank (enzyme)
DB00822,1559,DrugBank (enzyme)
DB01024,3615,BindingDB;ChEMBL;DrugBank (target);DrugCentral (ChEMBL);DrugCentral (literature)
DB01234,1579,DrugBank (enzyme)
DB00335,5243,DrugBank (transporter)
DB04868,759,ChEMBL
DB00246,1812,DrugBank (target)
DB00734,3358,ChEMBL;DrugBank (target);PDSP Ki;US Patent
DB01213,1571,DrugBank (enzyme)
DB01628,5743,DrugBank (target);DrugCentral (IUPHAR)
DB00655,6579,DrugBank (transporter)
DB00483,1135,DrugBank (target)
DB01110,4846,DrugBank (target)
DB00321,1571,DrugBank (enzyme)
DB00367,6715,DrugBank (target)
DB00241,2566,DrugCentral (ChEMBL)
DB01268,5260,ChEMBL;PubChem
DB04894,6869,DrugBank (target)
DB00603,1558,DrugBank (enzyme)
DB00837,2550,DrugBank (target)
DB00755,190,DrugBank (target)
DB00952,3352,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);PDSP Ki
DB01595,2563,DrugBank (target)
DB08815,152,DrugBank (target)
DB01168,7498,DrugBank (enzyme)
DB01179,2908,ChEMBL
DB00703,768,BindingDB;ChEMBL
DB00462,1131,DrugBank (target);DrugCentral (IUPHAR)
DB01149,148,DrugBank (target)
DB00717,5243,DrugBank (transporter)
DB00232,759,DrugBank (target)
DB00777,1133,DrugBank (target)
DB00490,5243,DrugBank (transporter)
DB06203,1803,BindingDB;ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB08868,53637,DrugBank (target);DrugCentral (ChEMBL)
DB01396,1576,DrugBank (enzyme)
DB06201,6326,DrugCentral (ChEMBL)
DB00916,1576,DrugBank (enzyme)
DB00171,90,DrugBank (target)
DB00755,1579,DrugBank (enzyme)
DB01248,81027,DrugBank (target);DrugCentral (ChEMBL)
DB01239,1132,DrugBank (target)
DB00257,1571,DrugBank (enzyme)
DB08954,3757,ChEMBL
DB06710,367,DrugBank (target);DrugCentral (ChEMBL)
DB08996,43,DrugBank (target)
DB00451,10599,DrugBank (transporter)
DB01025,5141,DrugCentral (ChEMBL)
DB00091,9429,ChEMBL;DrugBank (transporter)
DB00477,3356,DrugBank (target);PDSP Ki
DB01255,6531,DrugBank (target);DrugCentral (ChEMBL)
DB00921,100861540,DrugBank (enzyme)
DB00408,3269,DrugBank (target);PDSP Ki
DB01429,805,DrugBank (target);DrugCentral (literature)
DB01173,1555,DrugBank (enzyme)
DB00331,222962,DrugBank (transporter)
DB00425,1551,DrugBank (enzyme)
DB06637,90134,DrugCentral (ChEMBL)
DB00709,6581,DrugBank (transporter)
DB00091,1557,DrugBank (enzyme)
DB00619,1577,DrugBank (enzyme)
DB00768,6284,DrugBank (target)
DB01142,6532,DrugBank (target);PDSP Ki
DB01268,81788,ChEMBL;PubChem
DB00667,6581,DrugBank (transporter)
DB00866,153,BindingDB;ChEMBL;DrugBank (target);DrugCentral (KEGG DRUG)
DB00571,3351,DrugBank (target)
DB08877,818,ChEMBL
DB00705,1559,DrugBank (enzyme)
DB01394,1558,DrugBank (enzyme)
DB00435,2977,DrugBank (target);DrugCentral (ChEMBL)
DB00295,1565,DrugBank (enzyme)
DB01076,11309,DrugBank (transporter)
DB00928,978,DrugBank (enzyme)
DB01268,100861540,DrugBank (enzyme)
DB08901,9429,DrugBank (transporter)
DB00120,10056,DrugBank (target)
DB01154,55879,DrugCentral (ChEMBL)
DB01435,1571,DrugBank (enzyme)
DB06210,1558,DrugBank (enzyme)
DB00624,6579,DrugBank (transporter)
DB05039,1576,DrugBank (enzyme)
DB01083,5321,DrugBank (enzyme)
DB01092,53919,DrugBank (transporter)
DB00363,3352,DrugBank (target)
DB08954,2902,DrugBank (target)
DB04868,27,ChEMBL
DB00729,1128,DrugCentral (ChEMBL)
DB00280,6580,DrugBank (transporter)
DB00317,9429,DrugBank (transporter)
DB00477,6580,DrugBank (transporter)
DB00679,1558,DrugBank (enzyme)
DB01228,6331,DrugBank (target)
DB00490,3356,ChEMBL;PDSP Ki
DB01193,153,BindingDB;DrugBank (target);DrugCentral (ChEMBL)
DB00743,213,DrugBank (carrier)
DB00814,10257,DrugBank (transporter)
DB00860,5243,DrugBank (transporter)
DB00287,5737,DrugBank (target);DrugCentral (literature)
DB01180,1636,DrugBank (target)
DB01544,2555,DrugBank (target);DrugCentral (IUPHAR)
DB00678,1636,ChEMBL
DB00418,2559,DrugBank (target)
DB01181,100861540,DrugBank (enzyme)
DB01224,3356,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);PDSP Ki;US Patent
DB08899,1577,DrugBank (enzyme)
DB00421,6462,DrugBank (target)
DB00412,1557,DrugBank (enzyme)
DB00917,10599,DrugBank (transporter)
DB01255,147,DrugBank (target)
DB01199,1135,DrugBank (target)
DB01002,1544,DrugBank (enzyme)
DB00967,1557,DrugBank (enzyme)
DB00134,92935,DrugBank (enzyme)
DB00905,5737,DrugBank (target);DrugCentral (ChEMBL)
DB00951,1548,DrugBank (enzyme)
DB01435,5742,DrugBank (target)
DB01159,51305,DrugBank (target);DrugCentral (ChEMBL)
DB00605,5742,DrugBank (target)
DB00967,1544,DrugBank (enzyme)
DB00850,3356,PDSP Ki
DB08893,1565,DrugBank (enzyme)
DB01181,1555,DrugBank (enzyme)
DB01253,3358,PDSP Ki
DB01370,476,DrugBank (target)
DB00331,4719,DrugCentral (ChEMBL)
DB01236,4535,DrugBank (target)
DB00694,1544,DrugBank (enzyme)
DB00232,760,DrugBank (target)
DB00957,5241,DrugBank (target);DrugCentral (ChEMBL)
DB00904,1551,DrugBank (enzyme)
DB01127,1576,ChEMBL;DrugBank (enzyme)
DB00489,153,DrugBank (target);DrugCentral (ChEMBL)
DB00321,3350,DrugBank (target);PDSP Ki
DB01252,7364,DrugBank (enzyme)
DB01267,1565,DrugBank (target)
DB01124,1557,DrugBank (enzyme)
DB00321,3785,DrugBank (target)
DB00252,6329,DrugCentral (ChEMBL)
DB00909,56934,DrugBank (target)
DB00719,3269,DrugBank (target);DrugCentral (ChEMBL)
DB00619,213,DrugBank (carrier)
DB01008,2950,DrugBank (enzyme)
DB01050,7364,DrugBank (enzyme)
DB01204,55244,ChEMBL
DB00679,147,DrugBank (target)
DB01351,2556,DrugBank (target)
DB00128,117247,DrugBank (transporter)
DB00477,3357,ChEMBL
DB00917,5731,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00753,2560,DrugCentral (ChEMBL)
DB05266,5142,ChEMBL;DrugBank (target)
DB00834,367,ChEMBL
DB00398,6793,ChEMBL
DB01364,43,DrugBank (target)
DB01238,3359,DrugBank (target)
DB00907,6531,BindingDB;DrugBank (target);DrugCentral (IUPHAR);PDSP Ki
DB00715,3356,DrugBank (target)
DB00933,3358,PDSP Ki
DB01142,1132,DrugBank (target)
DB01567,2566,DrugBank (target)
DB00878,146802,ChEMBL
DB00503,1544,DrugBank (enzyme)
DB00661,4363,DrugBank (transporter)
DB08896,1555,DrugBank (enzyme)
DB00257,1565,DrugBank (enzyme)
DB00947,2099,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB01221,2906,DrugCentral (ChEMBL)
DB01092,6579,DrugBank (transporter)
DB00752,1559,DrugBank (enzyme)
DB01069,808,DrugBank (target)
DB01235,11168,PubChem
DB08896,1969,DrugBank (target)
DB01268,3717,ChEMBL
DB00169,1559,DrugBank (enzyme)
DB01591,1576,DrugBank (enzyme)
DB00428,5243,DrugBank (transporter)
DB01411,6037,DrugBank (target)
DB01174,1139,DrugBank (target)
DB00122,5139,DrugCentral (ChEMBL)
DB00273,11238,BindingDB;ChEMBL
DB00458,146,DrugBank (target)
DB01035,6335,DrugCentral (ChEMBL)
DB00477,805,DrugBank (target)
DB00870,5743,DrugBank (target);DrugCentral (ChEMBL)
DB08865,90,ChEMBL
DB00286,9376,DrugBank (transporter)
DB01177,4363,DrugBank (transporter)
DB01094,4547,DrugBank (target)
DB01148,5151,DrugCentral (ChEMBL)
DB00909,763,ChEMBL;DrugBank (target)
DB06616,2042,ChEMBL
DB00167,36,DrugBank (target)
DB00997,89845,DrugBank (transporter)
DB01544,1548,DrugBank (enzyme)
DB01198,2554,DrugBank (target);DrugCentral (label)
DB00408,6531,DrugBank (target)
DB01253,148,DrugBank (target)
DB00346,148,DrugBank (target);DrugCentral (ChEMBL)
DB00128,10165,DrugBank (target)
DB01032,5243,DrugBank (transporter)
DB00159,2864,DrugBank (target)
DB01184,3757,ChEMBL
DB06616,5605,ChEMBL;DrugBank (target)
DB01032,8714,DrugBank (transporter)
DB00813,4985,ChEMBL;DrugBank (target);PDSP Ki
DB00231,706,DrugBank (target)
DB00536,3757,DrugCentral (ChEMBL)
DB00536,3785,DrugCentral (ChEMBL)
DB00091,2288,ChEMBL
DB01159,2559,DrugCentral (ChEMBL)
DB00457,81033,DrugBank (target)
DB00338,1565,DrugBank (enzyme)
DB00457,6581,DrugBank (transporter)
DB00172,10536,DrugBank (target)
DB00678,1558,DrugBank (enzyme)
DB00880,759,DrugBank (target)
DB00564,1551,DrugBank (enzyme)
DB00546,2569,DrugBank (target)
DB00682,5004,DrugBank (carrier)
DB00347,1576,DrugBank (enzyme)
DB00454,1565,DrugBank (enzyme)
DB00714,3357,DrugBank (target);PDSP Ki
DB00582,1557,DrugBank (enzyme)
DB00774,3778,DrugBank (target)
DB01186,1576,DrugBank (enzyme)
DB00281,6584,DrugBank (transporter)
DB00641,1577,DrugBank (enzyme)
DB00138,1497,DrugBank (target)
DB00476,1565,ChEMBL;DrugBank (enzyme)
DB00136,1576,DrugBank (enzyme)
DB00436,760,DrugBank (target)
DB00915,4129,DrugBank (enzyme)
DB00317,5243,DrugBank (transporter)
DB00332,1565,DrugBank (enzyme)
DB00120,117247,DrugBank (transporter)
DB00703,1576,DrugBank (enzyme)
DB00223,2908,DrugBank (target);DrugCentral (ChEMBL)
DB00353,3354,PDSP Ki
DB00745,1555,DrugBank (enzyme)
DB01599,19,DrugBank (target);DrugCentral (ChEMBL)
DB01356,3613,DrugBank (target)
DB08934,5243,DrugBank (transporter)
DB00661,5243,ChEMBL;DrugBank (transporter)
DB01118,100861540,DrugBank (enzyme)
DB01162,3757,DrugBank (target)
DB00497,4986,DrugBank (target)
DB01327,5444,DrugBank (target)
DB01159,2561,DrugCentral (ChEMBL)
DB00390,6579,DrugBank (transporter)
DB00802,5004,DrugBank (carrier)
DB00977,5243,DrugBank (transporter)
DB01239,1128,DrugBank (target)
DB00331,4541,DrugCentral (ChEMBL)
DB00605,1543,DrugBank (enzyme)
DB01124,1558,DrugBank (enzyme)
DB00655,1544,DrugBank (enzyme)
DB01589,2563,DrugBank (target)
DB00536,9376,DrugBank (transporter)
DB01062,1131,DrugBank (target);DrugCentral (ChEMBL)
DB00608,1558,DrugBank (enzyme)
DB01107,2566,DrugCentral (ChEMBL)
DB01078,478,DrugCentral (ChEMBL)
DB00497,4985,DrugBank (target)
DB00155,23576,DrugBank (target)
DB06616,10494,ChEMBL
DB06772,203068,DrugCentral (literature)
DB00738,1557,DrugBank (enzyme)
DB00347,8913,DrugBank (target);DrugCentral (ChEMBL)
DB00308,3757,ChEMBL;DrugBank (target)
DB01268,2011,ChEMBL
DB01016,9356,DrugBank (transporter)
DB06730,1551,DrugBank (enzyme)
DB01167,1565,DrugBank (enzyme)
DB08860,1559,DrugBank (enzyme)
DB00777,1131,DrugBank (target)
DB01594,2567,DrugBank (target)
DB01235,1815,DrugBank (target)
DB01392,1565,ChEMBL;DrugBank (enzyme)
DB00130,7047,DrugBank (enzyme)
DB01409,6583,DrugBank (transporter)
DB01023,801,DrugBank (target)
DB00709,4831,DrugBank (enzyme)
DB04868,285220,ChEMBL
DB00819,11238,BindingDB;ChEMBL
DB00625,1565,DrugBank (enzyme)
DB00408,1812,DrugBank (target)
DB00637,1573,DrugBank (enzyme)
DB00182,9607,DrugBank (target)
DB00216,3354,DrugBank (target)
DB00640,100,DrugBank (enzyme)
DB00530,1956,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);PubChem
DB01115,3736,DrugBank (target)
DB04946,3350,DrugBank (target);PDSP Ki
DB06616,2046,ChEMBL
DB01267,1813,DrugBank (target);DrugCentral (label)
DB00321,3363,DrugBank (target)
DB00515,1579,DrugBank (enzyme)
DB00139,64064,DrugBank (target)
DB00286,6579,DrugBank (transporter)
DB00143,2678,DrugBank (target)
DB01037,4129,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00227,6579,DrugBank (transporter)
DB04552,6566,DrugBank (transporter)
DB01337,1144,DrugCentral (ChEMBL)
DB08899,1555,DrugBank (enzyme)
DB00250,1557,DrugBank (enzyme)
DB00808,762,BindingDB
DB00501,1565,DrugBank (enzyme)
DB00777,146,DrugBank (target)
DB00242,6582,DrugBank (transporter)
DB00502,5243,ChEMBL;DrugBank (transporter)
DB06288,1813,DrugBank (target);DrugCentral (literature)
DB00933,1813,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00837,2554,DrugBank (target)
DB00128,443,DrugBank (target)
DB04573,6579,DrugBank (transporter)
DB01078,477,DrugCentral (ChEMBL)
DB00462,1129,ChEMBL;DrugBank (target)
DB06589,10019,DrugBank (target)
DB00412,1558,DrugBank (enzyme)
DB06616,4067,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00814,5743,DrugBank (target);DrugCentral (ChEMBL);PDSP Ki
DB01142,5004,DrugBank (carrier)
DB01558,2561,DrugBank (target)
DB04868,2043,ChEMBL
DB00565,1144,DrugCentral (ChEMBL)
DB00315,3350,ChEMBL;DrugBank (target)
DB01103,1576,DrugBank (enzyme)
DB00947,2100,ChEMBL;DrugCentral (ChEMBL)
DB01268,5562,ChEMBL
DB06216,3356,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);PDSP Ki
DB00695,6578,DrugBank (transporter)
DB01328,213,DrugBank (carrier)
DB00988,153,DrugCentral (ChEMBL)
DB01151,3350,DrugBank (target)
DB06694,151,DrugBank (target);DrugCentral (literature)
DB01011,8714,DrugBank (transporter)
DB01160,5731,ChEMBL
DB00852,4128,DrugBank (enzyme)
DB01167,100861540,DrugBank (enzyme)
DB01189,51305,DrugCentral (ChEMBL)
DB00906,1576,DrugBank (enzyme)
DB00631,6241,DrugCentral (ChEMBL)
DB00334,148,DrugBank (target)
DB00312,2562,DrugCentral (ChEMBL)
DB00259,760,BindingDB;ChEMBL
DB00186,2562,DrugCentral (ChEMBL)
DB01435,1565,DrugBank (enzyme)
DB01595,55879,DrugBank (target)
DB06616,102724428,ChEMBL
DB00544,10057,DrugBank (transporter)
DB00306,2562,DrugCentral (ChEMBL)
DB01142,1813,DrugBank (target)
DB00544,7372,DrugBank (enzyme)
DB01248,89845,DrugBank (transporter)
DB00187,154,DrugCentral (ChEMBL)
DB00317,147746,ChEMBL
DB00557,3269,DrugBank (target);DrugCentral (ChEMBL);PDSP Ki
DB00997,4846,DrugBank (enzyme)
DB00627,338442,ChEMBL;DrugBank (target);DrugCentral (literature)
DB00195,154,DrugBank (target)
DB00254,4316,DrugCentral (ChEMBL)
DB00279,5243,DrugBank (transporter)
DB01268,9252,ChEMBL;PubChem
DB00147,8566,DrugBank (target)
DB00477,1814,ChEMBL;DrugBank (target)
DB01032,1576,DrugBank (enzyme)
DB01233,1814,ChEMBL
DB01587,2560,DrugBank (target)
DB00126,5264,DrugBank (target)
DB06144,1565,DrugBank (enzyme)
DB00203,1577,DrugBank (enzyme)
DB00920,27115,DrugBank (target)
DB00285,1565,DrugBank (enzyme)
DB01199,1134,DrugCentral (ChEMBL)
DB01224,3358,DrugBank (target)
DB00696,5243,DrugBank (transporter)
DB00530,285220,ChEMBL
DB00773,1577,DrugBank (enzyme)
DB00398,5600,ChEMBL;PubChem
DB00693,4363,DrugBank (transporter)
DB01174,1548,DrugBank (enzyme)
DB00800,146,DrugBank (target)
DB00583,6584,DrugBank (target);DrugBank (transporter)
DB01390,57835,DrugBank (transporter)
DB00201,136,DrugCentral (ChEMBL)
DB00619,780,DrugBank (target)
DB00842,7364,DrugBank (enzyme)
DB00395,1557,DrugBank (enzyme)
DB08865,6098,ChEMBL
DB01007,1557,DrugBank (enzyme)
DB00719,1576,DrugBank (enzyme)
DB00530,9429,DrugBank (transporter)
DB01189,513,DrugBank (target)
DB00336,7498,DrugBank (enzyme)
DB00706,5004,DrugBank (carrier)
DB01140,6584,DrugBank (transporter)
DB00608,7124,DrugBank (target)
DB00674,1141,DrugBank (target)
DB00321,3362,DrugBank (target);PDSP Ki
DB01216,100861540,DrugBank (enzyme)
DB00208,1571,DrugBank (enzyme)
DB08912,9376,DrugBank (transporter)
DB08918,1565,DrugBank (enzyme)
DB01115,1577,DrugBank (enzyme)
DB00563,1244,DrugBank (transporter)
DB00338,5243,DrugBank (transporter)
DB05294,51135,ChEMBL
DB00958,9429,DrugBank (transporter)
DB00440,1559,DrugBank (enzyme)
DB00381,776,DrugBank (target);DrugCentral (ChEMBL)
DB00280,1128,DrugBank (target)
DB00734,148,DrugBank (target)
DB00130,116179,DrugBank (enzyme)
DB06335,1803,BindingDB;ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00396,6462,ChEMBL
DB00982,6258,ChEMBL
DB00783,54658,DrugBank (enzyme)
DB08801,1129,DrugBank (target)
DB01215,2565,DrugBank (target)
DB08877,80122,ChEMBL
DB01053,9356,DrugBank (transporter)
DB04841,1548,DrugBank (enzyme)
DB00753,2566,DrugCentral (ChEMBL)
DB00703,771,BindingDB;ChEMBL
DB00718,4831,DrugBank (enzyme)
DB01238,1132,DrugBank (target)
DB00731,1576,DrugBank (enzyme)
DB00381,783,DrugBank (target)
DB02703,1244,DrugBank (transporter)
DB00215,6531,DrugBank (transporter)
DB00292,2566,DrugCentral (ChEMBL)
DB00171,269,DrugBank (target)
DB01050,5742,DrugBank (enzyme);DrugBank (target);DrugCentral (ChEMBL)
DB00126,5033,DrugBank (target)
DB00958,4489,DrugBank (enzyme)
DB00540,1128,DrugBank (target)
DB00334,1557,DrugBank (enzyme)
DB00598,1565,DrugBank (enzyme)
DB00428,1543,DrugBank (enzyme)
DB00438,6584,DrugBank (transporter)
DB00184,6581,DrugBank (transporter)
DB00599,2561,DrugCentral (ChEMBL)
DB00583,1066,DrugBank (target)
DB08868,1571,DrugBank (enzyme)
DB03147,34,DrugBank (target)
DB01588,200959,DrugBank (target)
DB00367,1588,DrugBank (enzyme)
DB00934,3363,DrugBank (target)
DB00830,6531,DrugBank (target);DrugCentral (ChEMBL)
DB00761,6558,DrugBank (target);DrugBank (transporter)
DB00211,1565,DrugBank (enzyme)
DB00325,2982,DrugCentral (ChEMBL)
DB04868,2444,ChEMBL
DB08976,5743,DrugCentral (literature)
DB01113,5140,BindingDB
DB00252,1584,DrugBank (enzyme)
DB00455,1557,DrugBank (enzyme)
DB04794,1588,DrugBank (enzyme)
DB00420,3358,DrugBank (target);PDSP Ki
DB00727,2982,DrugCentral (ChEMBL)
DB00537,7153,DrugBank (target)
DB06695,8824,DrugBank (enzyme)
DB00637,1565,DrugBank (enzyme)
DB00489,3757,DrugBank (target);DrugCentral (ChEMBL)
DB00530,11309,ChEMBL
DB01229,4363,DrugBank (transporter)
DB00796,54659,DrugBank (enzyme)
DB00143,257202,DrugBank (target)
DB00659,2906,DrugCentral (ChEMBL)
DB01185,2908,DrugBank (target)
DB00328,2739,DrugBank (target)
DB01173,2902,DrugBank (target)
DB00974,1544,DrugBank (enzyme)
DB00961,6328,DrugCentral (ChEMBL)
DB00201,1577,DrugBank (enzyme)
DB00633,6530,PDSP Ki
DB00358,3040,DrugBank (target)
DB01154,2566,DrugCentral (ChEMBL)
DB04920,1565,DrugBank (enzyme)
DB00665,1557,DrugBank (enzyme)
DB01028,3736,DrugBank (target)
DB01184,1577,DrugBank (enzyme)
DB00972,1557,DrugBank (enzyme)
DB06698,11255,DrugBank (target);DrugCentral (literature)
DB04868,9429,DrugBank (transporter)
DB01069,148,DrugBank (target)
DB00829,200959,DrugBank (target)
DB01254,27148,ChEMBL
DB08912,5894,DrugBank (target)
DB01078,481,DrugCentral (ChEMBL)
DB00487,7153,DrugBank (target)
DB01065,9376,DrugBank (transporter)
DB01436,7421,DrugBank (target);DrugCentral (KEGG DRUG)
DB00233,5743,DrugBank (target);DrugCentral (ChEMBL)
DB05271,1816,DrugBank (target)
DB06148,1814,DrugBank (target)
DB01095,7364,DrugBank (enzyme)
DB00503,1576,ChEMBL;DrugBank (enzyme)
DB00334,3269,ChEMBL;DrugBank (target)
DB00175,1558,DrugBank (enzyme)
DB00974,100,DrugBank (enzyme)
DB01095,11309,DrugBank (transporter)
DB00153,1576,DrugBank (enzyme)
DB00570,4363,DrugBank (transporter)
DB01159,2558,DrugCentral (ChEMBL)
DB00946,1576,DrugBank (enzyme)
DB01268,9748,ChEMBL;PubChem
DB01251,3764,DrugBank (target)
DB01165,6584,DrugBank (transporter)
DB00619,1544,DrugBank (enzyme)
DB01452,4985,DrugBank (target)
DB01143,249,DrugBank (enzyme)
DB00135,8565,DrugBank (target)
DB06704,6530,DrugBank (transporter)
DB01159,2560,DrugCentral (ChEMBL)
DB00682,79001,DrugBank (target);DrugCentral (ChEMBL)
DB04843,1131,DrugBank (target);DrugCentral (ChEMBL)
DB00122,55349,DrugBank (enzyme)
DB06700,6532,DrugBank (target);DrugCentral (ChEMBL);PDSP Ki
DB01024,54658,DrugBank (enzyme)
DB01283,5743,ChEMBL;DrugBank (target);DrugCentral (literature)
DB01174,1571,DrugBank (enzyme)
DB00296,1544,DrugBank (enzyme)
DB01092,10599,DrugBank (transporter)
DB01151,3356,ChEMBL;DrugBank (target)
DB01104,1544,DrugBank (enzyme)
DB00947,2101,ChEMBL
DB00568,1559,DrugBank (enzyme)
DB01329,9356,ChEMBL;DrugBank (transporter)
DB00986,1128,DrugBank (target);DrugCentral (ChEMBL)
DB00312,2559,DrugBank (target)
DB00459,5915,DrugBank (target)
DB01205,2555,DrugCentral (ChEMBL)
DB01045,64816,DrugBank (enzyme)
DB01072,1576,DrugBank (enzyme)
DB00178,1636,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB04855,152,DrugBank (target)
DB00459,213,DrugBank (carrier)
DB06605,1544,DrugBank (enzyme)
DB00563,10864,DrugBank (transporter)
DB00306,2898,DrugBank (target)
DB00984,1588,DrugBank (enzyme)
DB00921,4985,ChEMBL;DrugBank (target);PDSP Ki
DB00176,1557,DrugBank (enzyme)
DB00286,200931,DrugBank (transporter)
DB01224,1128,DrugBank (target)
DB00230,9254,DrugCentral (literature)
DB01023,4306,DrugBank (target)
DB00904,1559,DrugBank (enzyme)
DB00563,1719,ChEMBL;DrugBank (enzyme);DrugBank (target);DrugCentral (label)
DB01181,1558,DrugBank (enzyme)
DB00361,5243,DrugBank (transporter)
DB01254,9429,DrugBank (transporter)
DB00252,1244,DrugBank (transporter)
DB00773,7153,DrugBank (target);DrugCentral (ChEMBL)
DB00341,3269,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);PDSP Ki
DB06288,3357,PDSP Ki
DB01198,2558,DrugBank (target);DrugCentral (label)
DB01149,3358,DrugBank (target);PDSP Ki
DB01211,100861540,DrugBank (enzyme)
DB00370,1814,ChEMBL;DrugBank (target)
DB00457,6580,DrugBank (transporter)
DB00216,5742,DrugBank (enzyme)
DB00962,316,DrugBank (enzyme)
DB00437,9376,DrugBank (transporter)
DB00688,9429,DrugBank (transporter)
DB00502,1576,DrugBank (enzyme)
DB00208,1543,DrugBank (enzyme)
DB01418,1544,DrugBank (enzyme)
DB01224,1814,ChEMBL;DrugBank (target)
DB00285,1559,DrugBank (enzyme)
DB08877,10733,ChEMBL
DB01330,213,DrugBank (carrier)
DB01208,5243,DrugBank (transporter)
DB00962,1551,DrugBank (enzyme)
DB01076,1551,DrugBank (enzyme)
DB01115,8714,DrugBank (transporter)
DB06287,1577,DrugBank (enzyme)
DB01229,8856,DrugBank (target)
DB01054,775,DrugBank (target);DrugCentral (literature)
DB00143,119391,DrugBank (target)
DB00714,3358,DrugBank (target);PDSP Ki
DB04575,2099,DrugBank (target);DrugCentral (ChEMBL)
DB00627,6584,DrugBank (transporter)
DB01028,2566,DrugCentral (ChEMBL)
