uniprot,target_name
P10600,Transforming growth factor beta
P16109,P-selectin
P16109,P-selectin/P-selectin glycoprotein ligand 1
P16109,Selectin
P08922,Proto-oncogene tyrosine-protein kinase ROS
P08922,SLC34A2-ROS1
P08922,CD74-ROS1
P08922,von Hippel-Lindau disease tumor suppressor/Proto-oncogene tyrosine-protein kinase ROS
P08922,ROS1-SDC4
P08922,ROS1-GOPC
Q16637,Survival motor neuron protein
P53396,ATP-citrate synthase
Q05318,RNA-directed RNA polymerase L
Q15910,Histone-lysine N-methyltransferase EZH2
Q15910,EZH2/SUZ12/EED complex
Q15910,EZH2/SUZ12/EED/RBBP7/RBBP4
Q15910,von Hippel-Lindau disease tumor suppressor/EZH2
Q15910,Protein cereblon/EZH2
Q15910,Histone-binding protein RBBP4/Histone-lysine N-methyltransferase EZH2/Polycomb protein EED/Polycomb protein SUZ12/Zinc finger protein AEBP2
Q15910,Histone-binding protein RBBP4/Histone-lysine N-methyltransferase EZH2/Polycomb protein EED/Polycomb protein SUZ12
Q16518,Retinoid isomerohydrolase
Q9Y5Y4,Prostaglandin D2 receptor 2
P41231,P2Y purinoceptor 2
P41231,P2Y receptor
P47900,P2Y purinoceptor 1
P47900,P2Y receptor
B4URF0,Neuraminidase
P25105,Platelet-activating factor receptor
Q15077,P2Y purinoceptor 6
Q15077,P2Y receptor
P51582,P2Y purinoceptor 4
P51582,P2Y receptor
ENSG00000110245,Apolipoprotein C-III mRNA 3'UTR
ENSG00000110245,Apolipoprotein C-III mRNA
P04578,Envelope glycoprotein gp160
P10646,Tissue factor pathway inhibitor
P24557,Thromboxane-A synthase
P32320,Cytidine deaminase
Q02223,Tumor necrosis factor receptor superfamily member 17
Q9J3N6,Helicase primase complex
Q4JQW9,Helicase primase complex
Q9J3N5,Helicase primase complex
P33176,Kinesin-1 heavy chain
P33176,Kinesin-1 heavy chain/ Tyrosine-protein kinase receptor RET
P33176,ALK-KIF5B
Q16204,Coiled-coil domain-containing protein 6/Tyrosine-protein kinase receptor RET
ENSG00000023330,5-aminolevulinate synthase mRNA
P48549,G protein-activated inward rectifier potassium channel 1
P48549,Kir3.1/Kir3.4
P48549,Kir3.1/Kir3.2
P48544,G protein-activated inward rectifier potassium channel 4
P48544,Kir3.1/Kir3.4
P0DTD1,Replicase polyprotein 1ab
P0DTD1,Protein cereblon-SARS-Cov-2 polyprotein
P0DTD1,von Hippel-Lindau disease tumor suppressor-SARS-Cov-2 polyprotein
Q12908,Ileal sodium/bile acid cotransporter
Q05320,Envelope glycoprotein
P13726,Tissue factor
P13726,Coagulation factor VII/tissue factor
P03431,PA/PB1
P03431,RNA-directed RNA polymerase
P03428,Polymerase basic protein 2
P03428,RNA-directed RNA polymerase
P03951,Coagulation factor XI
P09871,Complement C1s subcomponent
P55899,IgG receptor FcRn large subunit p51
Q8NI17,Interleukin-31 receptor subunit alpha
P00751,Complement factor B
ENSG00000134333,L-lactate dehydrogenase A chain mRNA
P29371,Neuromedin-K receptor
P18627,Lymphocyte activation gene 3 protein
P40967,Melanocyte protein PMEL
P08865,Small ribosomal subunit protein uS2
P08865,80S Ribosome
P42677,Small ribosomal subunit protein eS27
P42677,80S Ribosome
P62753,Small ribosomal subunit protein eS6
P62753,80S Ribosome
P15880,80S Ribosome
P15880,Small ribosomal subunit protein uS5
P23396,80S Ribosome
P23396,Small ribosomal subunit protein uS3
P61247,80S Ribosome
P61247,Small ribosomal subunit protein eS1
P62701,80S Ribosome
P62701,"Small ribosomal subunit protein eS4, X isoform"
P22090,80S Ribosome
P46782,80S Ribosome
P46782,Small ribosomal subunit protein uS7
P62081,80S Ribosome
P62081,Small ribosomal subunit protein eS7
P62241,80S Ribosome
P62241,Small ribosomal subunit protein eS8
P46781,80S Ribosome
P46781,Small ribosomal subunit protein uS4
P46783,80S Ribosome
P46783,Small ribosomal subunit protein eS10
P62280,80S Ribosome
P62280,Small ribosomal subunit protein uS17
P25398,80S Ribosome
P25398,Small ribosomal subunit protein eS12
P62277,80S Ribosome
P62277,Small ribosomal subunit protein uS15
P62263,80S Ribosome
P62263,Small ribosomal subunit protein uS11
P62841,80S Ribosome
P62841,Small ribosomal subunit protein uS19
P62244,80S Ribosome
P62244,Small ribosomal subunit protein uS8
P62249,80S Ribosome
P62249,Small ribosomal subunit protein uS9
P08708,80S Ribosome
P08708,Small ribosomal subunit protein eS17
P62269,80S Ribosome
P62269,Small ribosomal subunit protein uS13
P39019,80S Ribosome
P39019,Small ribosomal subunit protein eS19
P60866,80S Ribosome
P60866,Small ribosomal subunit protein uS10
P63220,80S Ribosome
P63220,Small ribosomal subunit protein eS21
P62266,80S Ribosome
P62266,Small ribosomal subunit protein uS12
P62847,80S Ribosome
P62847,Small ribosomal subunit protein eS24
P62851,80S Ribosome
P62851,Small ribosomal subunit protein eS25
P62854,80S Ribosome
P62979,80S Ribosome
P62979,Ubiquitin-ribosomal protein eS31 fusion protein
P62857,80S Ribosome
P62857,Small ribosomal subunit protein eS28
P62273,80S Ribosome
P62273,Small ribosomal subunit protein uS14
P62861,80S Ribosome
P62861,Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein
P39023,80S Ribosome
P39023,Large ribosomal subunit protein uL3
P36578,80S Ribosome
P36578,Large ribosomal subunit protein uL4
P46777,80S Ribosome
P46777,Large ribosomal subunit protein uL18
Q02878,80S Ribosome
Q02878,Large ribosomal subunit protein eL6
P18124,80S Ribosome
P18124,Large ribosomal subunit protein uL30
P62424,80S Ribosome
P62424,Large ribosomal subunit protein eL8
P62917,80S Ribosome
P62917,Large ribosomal subunit protein uL2
P32969,80S Ribosome
P32969,Large ribosomal subunit protein uL6
P27635,80S Ribosome
P27635,Large ribosomal subunit protein uL16
P62906,80S Ribosome
P62906,Large ribosomal subunit protein uL1
P62913,80S Ribosome
P62913,Large ribosomal subunit protein uL5
P30050,80S Ribosome
P30050,Large ribosomal subunit protein uL11
P26373,80S Ribosome
P26373,Large ribosomal subunit protein eL13
P40429,80S Ribosome
P40429,Large ribosomal subunit protein uL13
P50914,80S Ribosome
P50914,Large ribosomal subunit protein eL14
P61313,80S Ribosome
P61313,Large ribosomal subunit protein eL15
P18621,80S Ribosome
P18621,Large ribosomal subunit protein uL22
Q07020,80S Ribosome
Q07020,Large ribosomal subunit protein eL18
Q02543,80S Ribosome
Q02543,Large ribosomal subunit protein eL20
P84098,80S Ribosome
P84098,Large ribosomal subunit protein eL19
P46778,80S Ribosome
P46778,Large ribosomal subunit protein eL21
P35268,80S Ribosome
P35268,Large ribosomal subunit protein eL22
P62829,80S Ribosome
P62829,Large ribosomal subunit protein uL14
P62750,80S Ribosome
P62750,Large ribosomal subunit protein uL23
P83731,80S Ribosome
P83731,Large ribosomal subunit protein eL24
P61254,80S Ribosome
P61254,Large ribosomal subunit protein uL24
P61353,80S Ribosome
P61353,Large ribosomal subunit protein eL27
P46776,80S Ribosome
P46776,Large ribosomal subunit protein uL15
P46779,80S Ribosome
P46779,Large ribosomal subunit protein eL28
P47914,80S Ribosome
P62888,80S Ribosome
P62888,Large ribosomal subunit protein eL30
P62899,80S Ribosome
P62899,Large ribosomal subunit protein eL31
P62910,80S Ribosome
P49207,80S Ribosome
P49207,Large ribosomal subunit protein eL34
P42766,80S Ribosome
P42766,Large ribosomal subunit protein uL29
P18077,80S Ribosome
P18077,Large ribosomal subunit protein eL33
Q9Y3U8,80S Ribosome
Q9Y3U8,Large ribosomal subunit protein eL36
P83881,80S Ribosome
P61927,80S Ribosome
P61513,80S Ribosome
P61513,Large ribosomal subunit protein eL43
P63173,80S Ribosome
P63173,Large ribosomal subunit protein eL38
P62891,80S Ribosome
P62945,80S Ribosome
P05388,80S Ribosome
P05386,80S Ribosome
P05386,Large ribosomal subunit protein P1
Q96PD4,Interleukin-17F
P08246,Neutrophil elastase
O15123,Angiopoietin-2
P01024,Complement C3
P35869,Aryl hydrocarbon receptor
P35869,Protein cereblon/Aryl hydrocarbon receptor
P35869,von Hippel-Lindau disease tumor suppressor/Aryl hydrocarbon receptor
P20594,Atrial natriuretic peptide receptor 2
P20594,Atrial natriuretic peptide receptor
Q08209,Protein phosphatase 3 catalytic subunit alpha
P01116,GTPase KRas
P01116,PDE6D/KRAS
P01116,RAS
P01116,von Hippel-Lindau disease tumor suppressor/KRAS
P01116,GTPase KRas/RAF1
P01116,SOS1-KRAS
P01116,Protein cereblon-KRAS
P00746,Complement factor D
ENSG00000101323,Hydroxyacid oxidase 1 mRNA
Q99814,Endothelial PAS domain-containing protein 1
Q99814,"Hypoxia inducible factors; HIF-1-alpha, HIF-2-alpha"
Q99814,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1
Q99814,von Hippel-Lindau disease tumor suppressor/Endothelial PAS domain-containing protein 1
P06748,Nucleophosmin
P06748,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor)
P06748,Protein cereblon/NPM/ALK
Q76129,Structural capsid protein
P48546,Gastric inhibitory polypeptide receptor
P06856,DNA polymerase
Q05639,Elongation factor 1-alpha 2
Q9NZD1,G-protein coupled receptor family C group 5 member D
Q9HB29,IL36 receptor
Q9NPH3,IL36 receptor
Q9NPH3,IL-33 receptor (ST2)
P0DTC2,Spike glycoprotein
P0DTC2,Spike glycoprotein/Angiotensin-converting enzyme 2
P49674,Casein kinase I isoform epsilon
P49674,Casein kinase I
P49674,Casein kinase I delta/epsilon
P49674,Axin-1/Casein kinase I epsilon
Q04609,Glutamate carboxypeptidase 2
P19099,"Cytochrome P450 11B2, mitochondrial"
Q16236,Nuclear factor erythroid 2-related factor 2
Q16236,Keap1/Nrf2
Q16236,NRF2-MAFG
Q96BI3,Gamma-secretase
Q9NZ42,Gamma-secretase subunit PEN-2
Q9NZ42,Gamma-secretase
Q8WW43,Gamma-secretase
P49768,Presenilin-1
P49768,Gamma-secretase
Q92542,Nicastrin
Q92542,Gamma-secretase
P49810,Presenilin-2
P49810,Gamma-secretase
P30613,Pyruvate kinase PKLR
P08709,Coagulation factor VII
P08709,Coagulation factor VII/tissue factor
P08709,Coagulation factor VII and X
P08709,Thrombin and coagulation factor VII
P00488,Coagulation factor XIII A chain
P01023,Alpha-2-macroglobulin
P12883,Cardiac myosin
P13533,Cardiac myosin
A7E2Y1,Cardiac myosin
P08590,Cardiac myosin
P10916,Cardiac myosin
Q01449,Cardiac myosin
P12829,Cardiac myosin
P12829,Myosin light chain 4
ENSG00000169174,PCSK9 mRNA
P0A884,Thymidylate synthase
ENSG00000132437,DDC
P0C6U8,Replicase polyprotein 1a
Q8RLA6,Beta-lactamase
B5U1R8,Beta-lactamase
D3JXP9,Beta-lactamase
C7ETQ3,Beta-lactamase
Q14973,Hepatic sodium/bile acid cotransporter
P36894,Bone morphogenetic protein receptor type-1A
Q13705,Activin receptor type-2B
Q13873,Bone morphogenetic protein receptor type-2
O00238,Bone morphogenetic protein receptor type-1B
P27037,Activin receptor type-2A
Q04771,Activin receptor type-1
Q04771,ALK1/2
P04233,HLA class II histocompatibility antigen gamma chain
P04233,MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
P04233,CD74-ROS1
P31431,ROS1-SDC4
ENSG00000100299,ARSA
ENSG00000101986,ABCD1
ENSG00000196839,ADA
P05155,Plasma protease C1 inhibitor
Q81158,Surface antigen (HBsAg)
P04070,Vitamin K-dependent protein C
Q3S340,Neuraminidase
G0XSE7,Envelope phospholipase OPG057
A0A7H0DN30,Envelope phospholipase OPG057
P48736,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform"
P48736,PI3-kinase subunit gamma/Phosphoinositide 3-kinase regulatory subunit 5
P48736,PI3-kinase class I
P48736,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform/gamma isoform"
P48736,PIK3CG/PIK3R1
P01556,Cholera enterotoxin subunit B
P03460,Hemagglutinin
Q13261,IL15-IL15 receptor
Q13261,Interleukin-15 receptor
P0DV44,Neisseria adhesin A
P04977,Pertussis toxin
P04978,Pertussis toxin
P04979,Pertussis toxin
P0A3R5,Pertussis toxin
P04981,Pertussis toxin
P18272,Nucleoprotein
O00255,Menin
O00255,Menin/Histone-lysine N-methyltransferase MLL
Q9JXV4,Factor H binding protein
Q02388,Collagen alpha-1(VII) chain
P14283,Pertactin autotransporter
Q9H165,B-cell lymphoma/leukemia 11A
P14677,Penicillin-binding protein 2x
Q75VQ4,Neuraminidase
Q9QAB7,Large envelope protein
Q9J3M8,Envelope glycoprotein E
Q5D1F0,Penicillin-binding protein 3
Q9JPP1,Neisserial heparin binding antigen
P03437,Hemagglutinin
Q76LX8,A disintegrin and metalloproteinase with thrombospondin motifs 13
Q7DHH4,MecA
P43358,Melanoma-associated antigen 4
P07225,Vitamin K-dependent protein S
C3TQQ7,"Peptidoglycan D,D-transpeptidase FtsI"
P12255,Filamentous hemagglutinin
P11532,Dystrophin
Q2TL65,Cell shape peptidoglycan synthetase penicillin-binding protein 2
Q9NYJ7,Delta-like protein 3
Q04912,Macrophage-stimulating protein receptor
P51617,Interleukin-1 receptor-associated kinase 1
P51617,Protein cereblon/IRAK1
P51617,von Hippel-Lindau disease tumor suppressor/IRAK1
