doid,disease_name,community,embedding
DOID:263,kidney cancer,21052,"[-0.001984858885407448, -0.1444517821073532, -0.020885974168777466, -0.006287610158324242, 0.0004082322120666504, 0.07098455727100372, -0.015044912695884705, 0.03776472061872482, -0.05174793303012848, 0.044373393058776855, -0.08497817069292068, -0.24874748289585114, 0.05278279632329941, -0.12741267681121826, -0.1769341677427292, -0.044954508543014526, 0.08045381307601929, -0.20519037544727325, 0.05775494873523712, 0.027522852644324303, 0.014475414529442787, -0.03754669427871704, 0.1482875943183899, -0.2582255005836487, -0.02707362174987793, 0.06543564796447754, -0.04772906005382538, -0.1765129268169403, -0.08553199470043182, -0.12371819466352463, -0.17885708808898926, 0.16144448518753052, 0.22482512891292572, -0.003609703853726387, 0.11899346113204956, 0.3185011148452759, 0.17684657871723175, 0.2122705727815628, -0.1374092847108841, 0.0902440994977951, -0.039085403084754944, 0.30780187249183655, 0.09017322957515717, 0.3241516947746277, -0.35199910402297974, -0.09997468441724777, -0.04970270022749901, 0.07522328943014145, -0.1682514101266861, 0.024063780903816223, 0.0745668113231659, -0.037354037165641785, 0.34466058015823364, 0.01928739808499813, 0.3850855827331543, -0.05693095922470093, 0.2001892477273941, 0.14296074211597443, -0.21965016424655914, 0.19099652767181396, -0.07311868667602539, 0.07323261350393295, -0.22006511688232422, -0.1508013904094696]"
DOID:0050156,idiopathic pulmonary fibrosis,21074,"[-0.282428115606308, -0.36630046367645264, 0.16461212933063507, 0.13237445056438446, -0.16500994563102722, -0.07402211427688599, -0.14844343066215515, -0.0784161165356636, -0.18032875657081604, 0.13500219583511353, 0.18745668232440948, 0.05124984681606293, 0.1793588399887085, 0.08884952962398529, -0.16365453600883484, -0.4109424948692322, -0.08744040131568909, -0.07120202481746674, -0.1359567493200302, 0.02755625732243061, -0.033718109130859375, 0.006616007536649704, 0.1712528020143509, -0.13331709802150726, -0.04083477333188057, -0.06842119991779327, -0.4292548894882202, -0.11303181201219559, -0.054437823593616486, -0.027475735172629356, -0.04765737056732178, -0.011953975073993206, 0.12876102328300476, -0.033154524862766266, -0.13683179020881653, 0.13384783267974854, 0.05621476471424103, -0.2251744568347931, -0.01674114167690277, 0.055017560720443726, -0.02025902271270752, 0.007100999355316162, -0.3705107271671295, 0.03783278912305832, -0.19189132750034332, -0.10107192397117615, -0.13236311078071594, -0.03157532960176468, -0.12194514274597168, 0.10521606355905533, 0.38383179903030396, -0.27086713910102844, 0.17632244527339935, -0.0036160885356366634, -0.1657315343618393, 0.2457827627658844, 0.093145452439785, -0.00262441486120224, -0.35416749119758606, 0.08991728723049164, 0.1826196014881134, -0.032761141657829285, -0.3050091862678528, 0.08065226674079895]"
DOID:585,nephrolithiasis,20946,"[0.04947619140148163, 0.13471993803977966, 0.0495712049305439, -0.10485421866178513, 0.13899289071559906, 0.029380910098552704, 0.23325839638710022, -0.24090205132961273, -0.035269785672426224, 0.018675770610570908, 0.0999947339296341, -0.04085708037018776, 0.24297788739204407, 0.17911085486412048, 0.114687979221344, -0.051075540482997894, 0.04836990311741829, -0.3712959885597229, 0.11701548099517822, -0.03046311065554619, 0.04359120875597, -0.07452139258384705, 0.31688791513442993, 0.026907213032245636, 0.32201963663101196, 0.07005523890256882, 0.0527845062315464, 0.0007812716066837311, -0.05267643183469772, -0.24666419625282288, 0.4121626913547516, 0.3160090446472168, 0.2536091208457947, -0.26508837938308716, 0.2006615549325943, 0.02472909726202488, -0.04838889092206955, -0.02540191076695919, 0.17576108872890472, -0.01533351931720972, 0.12704777717590332, -0.12635944783687592, -0.10275725275278091, -0.42728906869888306, 0.037757355719804764, -0.16543461382389069, -0.1814568191766739, 0.30694204568862915, -0.12304341048002243, 0.058489441871643066, -0.17758013308048248, 0.15251387655735016, 0.08016861975193024, 0.12573853135108948, 0.11177930235862732, 0.12378860265016556, -0.28092843294143677, 0.046915844082832336, -0.03510851040482521, -0.18641014397144318, 0.08518026024103165, 0.07032056152820587, -0.03001457266509533, 0.059943847358226776]"
DOID:13499,jejunal cancer,21002,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DOID:2355,anemia,807,"[-0.013847443275153637, -0.43170276284217834, 0.0826408714056015, 0.2889918088912964, -0.05356500670313835, 0.004437379539012909, -0.04267004877328873, 0.12004537135362625, -0.1271882802248001, 0.03307089954614639, -0.067972831428051, -0.09721779078245163, -0.021055789664387703, -0.10330716520547867, 0.0037012468092143536, 0.2472270280122757, -0.11837684363126755, -0.36431044340133667, -0.03998339921236038, -0.07037054747343063, 0.17814187705516815, -0.10148043930530548, 0.1416006088256836, 0.2742384374141693, 0.21061378717422485, 0.2325739711523056, -0.10467452555894852, 0.07308819890022278, -0.08805203437805176, -0.30561062693595886, -0.13525184988975525, -0.1661466509103775, -0.12694266438484192, 0.03875689208507538, 0.04509066790342331, 0.049496013671159744, -0.1420457512140274, 0.1433899700641632, 0.04991218447685242, 0.1477201282978058, -0.4813084900379181, -0.36757034063339233, -0.36241650581359863, 0.07389268279075623, -0.07181001454591751, 0.12541919946670532, -0.3031257688999176, 0.06035386398434639, -0.34780675172805786, 0.22158282995224, -0.35833585262298584, -0.13487473130226135, 0.08639480173587799, -0.10827323794364929, 0.149667888879776, 0.1206379160284996, -0.1319202333688736, 0.18447746336460114, -0.03540295362472534, -0.2102375328540802, 0.21727284789085388, 0.0693129301071167, 0.36190086603164673, -0.15125758945941925]"
DOID:14004,thoracic aortic aneurysm,20946,"[-0.3237869441509247, 0.2259064018726349, 0.22249683737754822, -0.15723928809165955, -0.12784095108509064, -0.07020670920610428, 0.15702389180660248, -0.16726753115653992, 0.24840423464775085, 0.3852958381175995, 0.04073077440261841, 0.043629661202430725, 0.26869112253189087, -0.016100198030471802, -0.05953075736761093, -0.14708447456359863, 0.16303054988384247, -0.21161389350891113, -0.12967410683631897, 0.1585654318332672, 0.10632356256246567, -0.20371001958847046, 0.17323744297027588, 0.06220190227031708, -0.13897670805454254, -0.1310776174068451, -0.2539246678352356, 0.0351632684469223, 0.09123620390892029, 0.00932013988494873, 0.1212100088596344, -0.05962040275335312, 0.4052565395832062, 0.26999327540397644, 0.15796403586864471, 0.15647053718566895, 0.052810776978731155, -0.19937166571617126, 0.11379481852054596, -0.1098678857088089, -0.17381571233272552, 0.0617474690079689, -0.07967869937419891, 0.0047516003251075745, -0.10867930203676224, 0.040524087846279144, -0.057744622230529785, 0.09950278699398041, -0.1898414045572281, 0.09685023128986359, 0.2095024585723877, 0.06111234426498413, 0.09328415244817734, -0.31894344091415405, -0.0030896812677383423, -0.20726776123046875, 0.003216356039047241, 0.31872743368148804, -0.14581704139709473, 0.08678742498159409, -0.12008192390203476, -0.03116942197084427, 0.01620544120669365, 0.05469569191336632]"
DOID:5559,mediastinal cancer,20946,"[-0.02673153765499592, -0.21388380229473114, 0.3512004017829895, 0.07726366817951202, 0.07686164975166321, -0.32161736488342285, -0.016701072454452515, 0.08816635608673096, 0.0035101205576211214, 0.2203175276517868, 0.0020742942579090595, -0.4630211293697357, 0.12437961995601654, 0.08495011925697327, 0.007210357580333948, 0.012885749340057373, -0.1224047839641571, -0.11842091381549835, 0.10037803649902344, -0.35264045000076294, -0.09848462045192719, -0.040712542831897736, -0.1315535008907318, 0.011620130389928818, -0.3325256109237671, -0.0032581810373812914, -0.09681618958711624, 0.35305333137512207, 0.012226199731230736, -0.021420715376734734, 0.33448493480682373, -0.23699051141738892, 0.2447308450937271, -0.08498061448335648, -0.10729093849658966, -0.2265821397304535, 0.009216660633683205, 0.15267877280712128, 0.11610517650842667, -0.10008427500724792, 0.0041170911863446236, 0.11023905873298645, 0.09281556308269501, -0.013239522464573383, -0.03185020387172699, 0.20725011825561523, -0.1129564717411995, 0.10822296887636185, -0.10795482993125916, -0.10801136493682861, 0.001046569086611271, 0.0013727470068261027, 0.47877565026283264, -0.020852884277701378, 0.021064596250653267, -0.023870518431067467, 0.2282002717256546, -0.12076765298843384, -0.13680005073547363, -0.12094590812921524, 0.23102515935897827, -0.13907983899116516, 0.0060004242695868015, -0.2542668581008911]"
DOID:13378,Kawasaki disease,21074,"[-0.1112908124923706, 0.15921807289123535, 0.21286886930465698, 0.24229608476161957, -0.2908276617527008, 0.09430399537086487, -0.14836740493774414, 0.3593551516532898, 0.02684331312775612, -0.01605801284313202, 0.11988077312707901, -0.049741633236408234, -0.16668060421943665, -0.27708205580711365, -0.11679989844560623, -0.3243829607963562, 0.28995251655578613, 0.02697676420211792, 0.0703057050704956, 0.0010625198483467102, 0.023804670199751854, -0.3876286745071411, 0.012973731383681297, 0.15493331849575043, -0.005532861687242985, 0.08351802825927734, -0.13193976879119873, 0.06601235270500183, -0.16255010664463043, -0.05349843204021454, 0.25119107961654663, -0.06007775291800499, 0.10209064185619354, -0.28135496377944946, 0.019335836172103882, -0.12510105967521667, -0.27273690700531006, -0.09694784879684448, -0.07272249460220337, -0.06743165105581284, -0.13860471546649933, -0.11482860147953033, 0.15661698579788208, -0.09087184071540833, -0.11550939828157425, -0.09044954180717468, -0.2955447733402252, 0.047387417405843735, -0.1481953263282776, 0.14911967515945435, -0.16844938695430756, 0.002755303867161274, 0.1744554340839386, -0.22862844169139862, -0.08314231038093567, 0.006213020533323288, -0.17509756982326508, 0.13532748818397522, 0.08608022332191467, 0.48727816343307495, -0.20153000950813293, -0.08399446308612823, 0.20979170501232147, -0.061957087367773056]"
DOID:9296,cleft lip,20994,"[0.1330929398536682, -0.2922942638397217, -0.1058555394411087, -0.03199998661875725, -0.24911518394947052, 0.07447623461484909, 0.07840048521757126, 0.12986017763614655, -0.586800217628479, -0.05528504401445389, -0.217537522315979, 0.3209919035434723, -0.16684293746948242, -0.3529588282108307, 0.01900525391101837, -0.022129230201244354, -0.10905724763870239, 0.1384112387895584, 0.1495269238948822, 0.38047146797180176, 0.0459650419652462, -0.019787820056080818, -0.029493357986211777, 0.08368435502052307, -0.03141821175813675, -0.13679751753807068, -0.2789381742477417, -0.10408256202936172, -0.19650140404701233, 0.20314353704452515, 0.12008310854434967, -0.1158941239118576, 0.19596152007579803, 0.010831255465745926, 0.030359415337443352, 0.037326689809560776, 0.25412628054618835, -0.04486855864524841, -0.0011791051365435123, -0.1437656432390213, -0.145929217338562, -0.42516738176345825, 0.005524453707039356, 0.2885403335094452, -0.1843602955341339, 0.09364636987447739, -0.11761756241321564, -0.013213291764259338, -0.09297426789999008, -0.29296332597732544, -0.22125199437141418, 0.05220578983426094, -0.2365235835313797, 0.0780351534485817, 0.15728811919689178, -0.11485939472913742, 0.24631591141223907, 0.15481925010681152, 0.04129906743764877, 0.25118589401245117, -0.04331830143928528, -0.080961674451828, -0.10832083225250244, 0.10586074739694595]"
DOID:3953,adrenal gland cancer,21052,"[0.005734547972679138, -0.02128617838025093, 0.2511794865131378, -0.14051379263401031, -0.07613258063793182, -0.14711123704910278, -0.01865158975124359, -0.20855185389518738, -0.05412675440311432, 0.05950310826301575, 0.06506229937076569, -0.16686981916427612, -0.22359472513198853, 0.143447607755661, -0.10175199806690216, 0.1621478796005249, -0.0879959687590599, -0.0714230090379715, 0.06547429412603378, 0.04642235487699509, 0.31686070561408997, -0.35854288935661316, 0.06977725774049759, -0.013741511851549149, 0.22167903184890747, 0.19280005991458893, -0.015533830039203167, 0.09883476048707962, -0.03958003968000412, 0.03865380585193634, 0.019692599773406982, -0.23012468218803406, 0.26766592264175415, 0.2671208381652832, -0.08173033595085144, 0.11840642988681793, 0.14504088461399078, 0.014244697988033295, -0.10778482258319855, 0.09370682388544083, 0.03856806457042694, -0.04812350496649742, 0.16156163811683655, -0.09779651463031769, -0.2359459102153778, 0.13222691416740417, 0.09096042066812515, 0.08123987913131714, 0.07182645052671432, -0.03302138298749924, -0.06421254575252533, -0.13498903810977936, -0.041674286127090454, 0.2892073392868042, -0.048884302377700806, -0.03450654447078705, 0.21340204775333405, 0.10943968594074249, 0.14325131475925446, 0.22961726784706116, -0.2829825282096863, 0.08328558504581451, 0.097439706325531, -0.12242013961076736]"
DOID:14221,metabolic syndrome X,20946,"[-0.32153284549713135, 0.16615085303783417, 0.29492658376693726, 0.0820293128490448, 0.16903910040855408, 0.24783888459205627, -0.27911627292633057, 0.060307636857032776, -0.1597381979227066, 0.034405216574668884, -0.061922550201416016, -0.34529221057891846, -0.0278499573469162, -0.16286461055278778, -0.019722823053598404, -0.05096502602100372, -0.12493273615837097, 0.018642034381628036, 0.07688441127538681, -0.11391490697860718, -0.2203211784362793, -0.3274296224117279, 0.05624071881175041, -0.3376469314098358, 0.029464296996593475, 0.042914289981126785, 0.025427624583244324, 0.11948037147521973, 0.01872204802930355, -0.1727110743522644, 0.1556949019432068, -0.05053478479385376, 0.02155178040266037, -0.002268293872475624, -0.14661860466003418, 0.31049245595932007, 0.11001637578010559, 0.0624464750289917, 0.061482079327106476, 0.11981035768985748, 0.11625673621892929, -0.20292480289936066, -0.24031344056129456, 0.3084988296031952, 0.04362482205033302, 0.02129042148590088, -0.24956847727298737, 0.2663154900074005, -0.23381158709526062, 0.18331408500671387, -0.02732400968670845, -0.10570971667766571, 0.11193741112947464, -0.09768074005842209, 0.32912394404411316, -0.24138741195201874, 0.07673198729753494, 0.22329585254192352, -0.07262232899665833, 0.13695991039276123, 0.3346894383430481, -0.43435049057006836, 0.018840238451957703, -0.2642867863178253]"
DOID:9008,psoriatic arthritis,21074,"[-0.1689566969871521, -0.041618186980485916, 0.044944144785404205, 0.058645330369472504, -0.08672399073839188, 0.02170654386281967, -0.20898033678531647, -0.11516594886779785, -0.0669194832444191, 0.275293231010437, 0.19028034806251526, 0.0065031498670578, 0.07625842094421387, -0.2724793255329132, -0.16580402851104736, 0.07612985372543335, -0.0013860766775906086, -0.384800523519516, -0.30809324979782104, 0.22429481148719788, -0.07748912274837494, 0.12759846448898315, -0.04444001242518425, 0.27074044942855835, 0.11630021780729294, -0.009064815938472748, 0.014452368021011353, 0.41878971457481384, 0.09061333537101746, -0.22505035996437073, -0.14766636490821838, -0.058844082057476044, 0.34297099709510803, 0.07595542073249817, -0.14253363013267517, -0.049654506146907806, 0.04654674232006073, -0.07733278721570969, -0.34035664796829224, -0.04140627384185791, -0.027243997901678085, -0.24887916445732117, -0.2347322255373001, -0.19307947158813477, 0.4119843542575836, -0.17379868030548096, -0.1971518099308014, 0.1296260952949524, -0.11901596188545227, -0.049353357404470444, 0.05393010377883911, 0.04053565859794617, 0.18252801895141602, -0.12652167677879333, 0.18058769404888153, -0.07828385382890701, 0.0693008303642273, -0.26665055751800537, 0.18877524137496948, 0.14026504755020142, 0.20061831176280975, -0.09875987470149994, 0.13219165802001953, -0.24819713830947876]"
